rank,anime,date,score
4995,紫阳花散落之时,2021年1月29日,6.5
4996,BOIN 巨乳教学,2005年8月25日,6.4
4997,飙速宅男 GLORY LINE,2018年1月8日,6.4
4998,怪物史莱克2,2004年5月19日,6.4
4999,泰坦尼亚,2008年10月9日,6.4
5000,黑塚,2008年10月7日,6.5
5001,顺其自然的日子,2020年10月23日,6.5
5002,灵猫 C.A.T.,1987年9月1日,6.2
5003,薄樱鬼 黎明录,2012年7月9日,6.5
5004,二十面相少女,2008年4月12日,6.4
5005,和山田谈场Lv999的恋爱,2023年4月1日,6.5
5006,百变马丁,2015年12月15日,6.2
5007,血型君2,2015年1月7日,6.5
5008,小楓,2002年4月25日,6.2
5009,こいなか -小田舎で初恋×中出しセクシャルライフ- THE ANIMATION,2016年4月28日,6.4
5010,夫妻成长日记,2002年7月26日,6.4
5011,.hack//境界线,2002年6月20日,6.3
5012,进击的巨人 Q版剧场 4格!调查兵团利威尔班,2018年10月17日,6.4
5013,猪八戒吃西瓜,1958年,6.1
5014,A子计划2 大德寺财团的阴谋,1987年5月17日,6.0
5015,妹妹公主 RePure,2002年10月2日,6.4
5016,伊苏 天空的神殿～亚特鲁·克里斯汀的冒险～,1992年12月16日,6.1
5017,治愈队西游记,2007年02月23日,6.4
5018,矶部矶兵卫物语,2015年12月12日,6.3
5019,危险代理人,2004年1月4日,6.4
5020,卡片战斗先导者 DivineZ,2024年1月13日,6.1
5021,电波少女,2007年7月3日,6.0
5022,ばくあね2 弟いっぱいしぼっちゃうぞ！ THE ANIMATION,2017年11月24日,6.5
5023,推理之绊,2002年10月1日,6.5
5024,Phi-Brain～神之谜题2,2012年4月8日,6.4
5025,开心宝贝之开心星星球,2012年8月4日,6.0
5026,怪怪守护神,2017年4月2日,6.5
5027,宇宙战舰提拉米斯 2,2018年10月1日,6.5
5028,警備員,2000年11月24日,6.1
5029,公主连结 Re:Dive,2020年4月6日,6.5
5030,死神剧场版 消逝于黑暗中 呼唤着你的名字,2008年12月13日,6.5
5031,昏行者,2024年4月12日,6.3
5032,灼热的乒乓球娘,2016年10月3日,6.5
5033,黑血兄弟,2006年9月8日,6.4
5034,地下城里的人们,2024年7月5日,6.5
5035,福星小子4 永远的拉姆,1986年2月22日,6.1
5036,名侦探柯南 MAGIC FILE,2007年4月11日,6.2
5037,封神榜传奇,1999年7月5日,6.3
5038,宇宙战争,1983年12月14日,6.4
5039,神奇阿呦,2013年12月28日,6.3
5040,森田同学很沉默,2011年7月5日,6.5
5041,臭作 Replay,2000年7月28日,6.4
5042,続・恋姫,2001年11月22日,6.0
5043,飙速宅男 Re:RIDE,2014年9月19日,6.2
5044,七大罪 OAD,2015年6月17日,6.5
5045,侦探歌剧 少女福尔摩斯 Alternative TWO,2012年12月31日,6.4
5046,LoveLive! Sunshine!!,2016年7月2日,6.5
5047,星之海的爱玛丽,2008年5月23日,6.0
5048,那个夏天,2021年9月4日,6.0
5049,名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,2011年4月16日,6.4
5050,漆黑的子弹,2014年4月8日,6.5
5051,未来的未来,2018年7月20日,6.5
5052,AD.特警,1990年5月25日,6.1
5053,小女神花铃,2007年4月6日,6.4
5054,超时空要塞FB7 银河流魂,2012年10月20日,6.4
5055,K SEVEN STORIES Episode4「Lost Small World ∼牢笼的彼端∼」,2018年10月6日,6.4
5056,女忍：堕落的公主,2014-11-28,6.2
5057,博多豚骨拉面,2018年1月12日,6.5
5058,精灵旅社2,2015年9月25日,6.4
5059,夜勤病棟 Kranke 児玉あい,2005年8月26日,6.4
5060,真・淫獣学園 La☆BlueGirl,1994年1月28日,6.0
5061,健康全裸游泳社 海商,2007年7月3日,6.5
5062,画江湖之换世门生,2017年9月14日,6.1
5063,白色猎人,1998年4月8日,6.2
5064,FLCL Progressive,2018年9月28日,6.5
5065,樱花革命～花开时的少女们～,2020年9月2日,6.2
5066,旋风管家 Cuties,2013年4月8日,6.5
5067,绫镜少男 KING OF PRISM by PrettyRhythm,2016年1月9日,6.1
5068,欢迎来到驹田蒸馏所,2023年11月10日,6.5
5069,龙珠Z 超级赛亚人孙悟空,1991年3月9日,6.4
5070,山田君与7个魔女 OAD,2014年12月17日,6.5
5071,星球大战：幻境,2021年9月22日,6.5
5072,零之使魔 三美姬的轮舞 OVA,2008年12月25日,6.5
5073,奏光之Strain,2006年11月1日,6.4
5074,时光碎片,2019年11月22日,6.5
5075,碳变：义体置换,2020年3月19日,6.1
5076,八十龟酱观察日记 第三册,2021年1月10日,6.1
5077,黑白小姐,2013年10月1日,6.5
5078,千鹤酱开发日记,2021年10月1日,6.5
5079,日照雨,2019年3月6日,6.3
5080,偶像☆妹妹,2014年12月26日,6.4
5081,临时女友♪,2016年10月14日,6.2
5082,罪恶王冠,2011年10月13日,6.5
5083,H2O 赤砂的印记,2008年1月3日,6.5
5084,DOWNLOAD 南无阿弥陀佛是爱的诗歌,1992年12月18日,6.2
5085,ドロップアウト,2016年2月26日,6.4
5086,电影 光之美少女 食尚甜心 清脆出炉！回忆的法式千层酥！,2017年10月28日,6.2
5087,You're Under Arrest 逮捕令,2002年3月29日,6.0
5088,房东妹子青春期,2016年1月10日,6.5
5089,长门有希酱的消失,2015年4月3日,6.5
5090,让我听见爱的歌声,2021年10月29日,6.5
5091,神印王座 第二季,2022年11月10日,6.1
5092,MIX：明青故事 第二季 ～第二个夏天，迈向晴空～,2023年4月1日,6.4
5093,4个人各自有着自己的秘密,2022年10月15日,6.5
5094,灌篮少年,2003年4月7日,6.2
5095,夜勤病棟 Kranke 児玉ひかる,2005年5月27日,6.4
5096,噬血狂袭 女武神的王国篇,2015年11月25日,6.5
5097,女系家族～淫謀～,2006年8月25日,6.4
5098,幻影精灵宝可梦的主谋者,2006年4月29日,6.3
5099,Sequence,1992年3月18日,6.0
5100,入间同学入魔了,2019年10月5日,6.5
5101,红白黑黄 第四季,2016年10月22日,6.5
5102,干支魂,2015年4月9日,6.5
5103,东京魔人学园剑风帖 龙龙,2007年1月19日,6.3
5104,家庭餐厅布丁战士,2004年5月25日,5.9
5105,名侦探柯南 柯南、基德与水晶之母,2004年,6.4
5106,妖怪名单 第二季,2017年8月3日,6.4
5107,修业魔女璐璐萌,2014年7月9日,6.5
5108,龙珠：超级赛亚人灭绝计划,2010年11月11日,6.1
5109,风之又三郎,2016年3月19日,6.2
5110,黑色魔法 M-66,1987年6月28日,6.3
5111,熊猫京京,1997年,6.0
5112,四眼天鸡,2005年11月4日,6.2
5113,不思议游戏 -永光传-,2001年12月21日,5.9
5114,母娘丼♥おっぱい特盛母乳汁だくで,2012年8月10日,6.4
5115,怪物事变,2021年1月10日,6.5
5116,永远之久远 第五章 双绝的来复,2011年11月5日,6.4
5117,我的主人爱作怪,2005年4月7日,6.5
5118,星辰变 第四季,2022年1月23日,6.1
5119,影实！,2022年10月26日,6.4
5120,超次元游戏 海王星 ～涅普的暑假～,2020年12月15日,6.4
5121,刀剑乱舞-花丸-,2016年10月2日,6.5
5122,龙珠Z 世上最强之人,1990年3月10日,6.3
5123,钢铁新娘,2008年10月4日,6.4
5124,新机动战记高达W 总集编,1996年4月25日,6.1
5125,全职高手 特别篇,2018年4月27日,6.5
5126,学园怪物！～狼男少女不会屈服～,2014年4月25日,6.0
5127,魔法使的条件,2003年1月10日,6.4
5128,境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～,2013年11月18日,6.5
5129,One Off,2012年11月28日,6.4
5130,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～ 第二季,2024年10月13日,6.5
5131,制服处女,2004年2月27日,6.3
5132,大正处女御伽话,2021年10月8日,6.5
5133,潜行吧！奈亚动画 Remember My Love,2010年12月10日,6.5
5134,放学后的昴星团 网络放送版,2011年2月1日,6.4
5135,炎炎消防队,2019年7月5日,6.5
5136,雨月,2008年4月4日,6.4
5137,校内写生,1990-05-25,6.2
5138,特工次世代,2003年10月24日,6.2
5139,桥的那一边,2012-09-21,6.0
5140,哆啦A梦：大雄与奇跡之岛~动物历险记~,2012年3月3日,6.4
5141,樱花通信,1997年5月21日,6.0
5142,轻井泽症候群,1985年7月5日,6.0
5143,夫妻成长日记 第二期,2003年11月27日,6.3
5144,海兽之子,2019年6月7日,6.5
5145,宇宙星神,2011年,6.3
5146,诗片,2004年10月2日,6.4
5147,哪吒之魔童降世,2019年7月26日,6.5
5148,轮回的拉格朗日,2012年1月8日,6.5
5149,大神与七位伙伴,2010年7月1日,6.5
5150,刃牙,2001年1月8日,6.4
5151,キャンパス,2000年11月10日,6.1
5152,纪念花园,2024年8月30日,6.4
5153,真夜中の誘戯 -ノーラver.-,2021年7月16日,6.1
5154,死神 雨中的回忆,2004年9月23日,6.3
5155,花粉少女注意报,2008年3月28日,6.4
5156,龙珠超,2015年7月5日,6.5
5157,侦探歌剧 少女福尔摩斯 Alternative ONE,2012年8月25日,6.4
5158,恶魔幸存者2,2013年4月4日,6.5
5159,初音岛I&II P.S.P. RE-ANIMATED OVA,2010年10月28日,6.4
5160,Di Gi Charat,1999年11月30日,6.3
5161,同级生 夏天结束时,1994年7月8日,6.2
5162,环保剑,2006年1月30日,6.2
5163,A3！满开剧团 秋&冬,2020年10月12日,6.1
5164,珍爱绝顶♡,2019年11月8日,6.4
5165,小精灵灰豆,1998年,6.2
5166,大贵族：回醒,2016年2月4日,6.2
5167,创星的大天使,2007年5月25日,6.3
5168,ティファンとエッチ,2012年,6.1
5169,黑子的篮球 FAN DISC ～未结束的夏日～,2012年12月21日,6.3
5170,宇宙海盗船长哈洛克,2013年9月7日,6.4
5171,世界征服～谋略之星～,2014年1月11日,6.5
5172,战乙女苏菲亚,2007年12月28日,6.4
5173,宇宙战舰大和号 复活编,2009-12-12,5.9
5174,苹果核战记 OVA,1988年4月21日,6.3
5175,黏黏糊糊!!角质君,2013年7月8日,6.4
5176,在地下城寻求邂逅是否搞错了什么 OVA,2016年12月7日,6.5
5177,紧扣的星星,2010年8月16日,6.5
5178,激钢人3 热血大决战!!,1998年2月21日,6.3
5179,ママぷりっ！？,2009年8月14日,6.3
5180,AIR 剧场版,2005年2月5日,6.5
5181,银河英雄传说 黄金之翼,1992年12月12日,6.3
5182,忧郁的物怪庵 续,2019年1月5日,6.4
5183,纯白交响曲,2011年10月5日,6.5
5184,奴隶兔与安东尼,2013年11月29日,6.4
5185,サクガサク,2020年9月11日,6.0
5186,你所期望的永远 ～Next Season～,2007年12月21日,6.4
5187,小虎还乡,2003年,6.4
5188,爆丸,2007年4月5日,6.1
5189,Wake Up  Girl Zoo!,2014年10月22日,6.3
5190,相聚一刻番外篇 一刻岛飘流记,1991年5月21日,6.1
5191,初犬2 The Animation ストレンジ・カインド オブ ウーマンズ～again～,2008年9月26日,6.4
5192,熊出没·重返地球,2022年2月1日,6.3
5193,圣斗士星矢 圣域传说,2014年6月21日,6.4
5194,鲇真由剧场,2006年9月29日,6.0
5195,偶像大师 灰姑娘女孩 星光舞台 6周年纪念「星环世界」动画PV,2021年9月3日,6.0
5196,Follow Your Fantasy,2021年12月17日,6.0
5197,樱花大战 崭新的巴黎,2004年10月20日,6.1
5198,虫奉行OVA,2014-07-18,6.2
5199,超时空要塞Δ,2016年4月3日,6.5
5200,剧场版 弦音 -起始的一箭-,2022年8月19日,6.2
5201,被采摘污染的茜,2022年2月4日,6.4
5202,狐妖小红娘8 金晨曦篇,2020年6月19日,6.4
5203,克拉斯特学院,2005年10月4日,6.0
5204,虚空魔境 第二季,2019年10月2日,6.1
5205,大话三国,2000年,6.2
5206,七大罪 圣战的预兆,2016年8月28日,6.5
5207,「ぷれぷれぷれあです」×「かげじつ！」コラボアニメ,2023年10月31日,6.1
5208,薄樱鬼 雪华录,2011年8月5日,6.4
5209,企业战士,1994年12月15日,6.2
5210,魔法少女什么的已经够了啦。第二季,2016年10月5日,6.5
5211,狩龙人拉格纳,2023年9月30日,6.5
5212,幽游白书 映像白书~暗黑武术会之章~,1994年9月21日,6.1
5213,椿色のプリジオーネ,2002年6月25日,6.1
5214,落第骑士英雄谭,2015年10月3日,6.5
5215,倒霉熊,2005年12月18日,6.3
5216,仕舞妻～姉妹妻3～,2007年9月25日,6.3
5217,夏虫 THE ANIMATION,2009年12月25日,6.4
5218,孔雀王 OVA,1988年4月29日,5.9
5219,在下坂本，有何贵干？,2016年4月7日,6.5
5220,阿莉塔的试炼,2016年6月22日,6.2
5221,极速车魂 第二季,2024年10月6日,6.4
5222,虹猫蓝兔光明剑,2009年,6.3
5223,夜来了,2002年4月25日,6.0
5224,Re：从迷你开始的异世界生活,2016年6月24日,6.4
5225,剧场版 创圣的大天使,2007年9月22日,6.2
5226,我与美咲老师,2017年4月28日,6.4
5227,小马宝莉之无尽森林传说,2016-10-01,6.1
5228,百鬼幼儿园 第二季,2019年3月26日,6.1
5229,遥远时空中2 白龙之神子,2003年3月26日,6.1
5230,萝球社 OAD,2013年6月22日,6.4
5231,洗衣日,2008年,6.3
5232,不受欢迎之家,2018年10月7日,6.4
5233,间奏曲,2004年3月25日,6.3
5234,我的英雄学院 第三季,2018年4月7日,6.5
5235,本田小狼与我,2021年4月7日,6.5
5236,精灵宝可梦 超梦 觉醒之路的序章,2013年7月11日,6.3
5237,铳梦,1993年6月21日,6.4
5238,小桃小栗 Love Love物语,2015年12月24日,6.4
5239,百姓贵族,2023年7月7日,6.3
5240,与成为异世界美少女的大叔一起,2022年1月11日,6.5
5241,波子汽水,2005年10月10日,6.4
5242,魂狩,2001年4月4日,6.4
5243,真・恋姬无双～少女大乱～ OVA,2011年2月2日,6.3
5244,识夜描银,2021年9月29日,5.9
5245,动物新世代,2020年4月8日,6.5
5246,翼与萤火虫,2014-03-16,6.3
5247,海底总动员2：多莉去哪儿,2016年6月17日,6.4
5248,女友成双 第二季,2023年10月6日,6.5
5249,炫目篝火,2024年4月12日,6.2
5250,YOKU,2022年3月18日,6.3
5251,冰雪奇缘2,2019年11月22日,6.4
5252,LoveLive! Sunshine!! 第二季,2017年10月7日,6.5
5253,一拳超人 第二季,2019年4月2日,6.5
5254,金之国 水之国,2023年1月27日,6.2
5255,剧场版 魔法老师涅吉！ANIME FINAL,2011年8月27日,6.3
5256,黑岩射手,2010年7月24日,6.5
5257,K,2012年10月4日,6.5
5258,新世界 未来篇,2012年10月20日,6.4
5259,随风而逝的记忆,1990-12-22,6.2
5260,梦枕貘 暮色剧场,1991年5月21日,5.9
5261,天官赐福 特别篇,2021年2月16日,6.0
5262,MILK・ジャンキー 姉妹編,2005年3月25日,6.3
5263,秘密的花园,2023年3月21日,6.3
5264,白雪 (White Snow) - Eve MV,2022年12月23日,6.1
5265,数码果汁,2002年1月25日,6.1
5266,笼子里的金丝雀,2003年10月25日,6.1
5267,瑟莉亚老师的激动人心魔法教室,2021年5月25日,6.1
5268,三坪房间的侵略者！,2014年7月11日,6.5
5269,雄兵连之雄芯篇,2017年9月21日,6.2
5270,突击莉莉Fruits,2021年7月20日,6.4
5271,ペットライフ テンゴロ編,2011年12月16日,6.4
5272,黑暗正义联盟,2017年1月24日,6.0
5273,神样家族,2006年5月18日,6.3
5274,SHOW BY ROCK!! SHORT!!,2016年7月4日,6.4
5275,SHOW BY ROCK!! 第二季,2016年10月2日,6.4
5276,修罗之介斩魔剑 死镰纹之男,1990年12月28日,6.1
5277,致十年间的我,2020年10月26日,6.3
5278,爱姐妹2,2003年2月28日,6.3
5279,真盖塔VS新盖塔,2000年12月21日,6.3
5280,夜勤病棟ヒロインシリーズ 七瀬恋・風間愛・八神優 オマ○コクライマックス,2011年2月19日,6.4
5281,凹凸世界 第三季·上,2019年1月25日,6.3
5282,列比乌斯,2019年11月28日,6.3
5283,我和她（女医）的诊察日志,2019年12月20日,6.4
5284,绚烂舞踏祭,2004年4月1日,6.2
5285,不才・秋山优花里的战车讲座,2012年12月21日,6.4
5286,泡泡糖撞车,1991年5月25日,5.9
5287,新・胁迫2 THE ANIMATION～在伤口上盛开的花 鲜血的红～,2006年5月26日,6.2
5288,名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,2009年4月18日,6.4
5289,织田肉桂信长,2020年1月10日,6.4
5290,烟草,2012年11月1日,6.2
5291,义风堂堂！兼续与庆次,2013年7月2日,6.0
5292,Xi AVANT,2011年4月9日,6.3
5293,女校之星,2022年12月8日,6.1
5294,月阳炎,2002年7月25日,6.1
5295,JJ萌艺社,2011年6月28日,6.4
5296,青春纪行,2013年10月3日,6.5
5297,银盘万花筒,2005年10月8日,6.3
5298,富士见二丁目交响乐团,1997年7月22日,5.9
5299,Code Geass 亡国的阿基德 第一章「翼龙降临」,2012年8月4日,6.4
5300,EUREKA/交响诗篇 Hi-Evolution,2021年11月26日,6.3
5301,犬神同学和猫山同学,2014年4月10日,6.4
5302,数码宝贝大冒险20周年 纪念故事,2020年2月1日,6.0
5303,少年女仆,2016年4月7日,6.4
5304,战龙四驱,2009年,6.0
5305,大王饶命,2021年12月3日,6.3
5306,X战记,1996年8月3日,6.4
5307,熊出没·变形记,2018年2月16日,6.2
5308,人类毛病大学 -不死学部不幸学科-,2022年10月5日,6.4
5309,航海王：黄金之心,2016年7月16日,6.4
5310,秋日天空 OAD,2009年12月18日,6.4
5311,剧场版 BEM ～BECOME HUMAN～,2020年10月2日,6.2
5312,PANDRA 白き欲望 黒の希望 THE ANIMATION,2014年4月25日,6.4
5313,完美世界,2021年4月23日,6.3
5314,超次元游戏 海王星 ～充满涅普涅普的感谢祭～,2022年10月26日,6.2
5315,幸福之祈祷,2005年8月28日,6.1
5316,偶像活动 MUSIC AWARD 让我们一起领奖吧！,2015-08-22,5.8
5317,玩伴猫耳娘 OVA,2011年6月15日,6.4
5318,文学少女 剧场版,2010年5月1日,6.4
5319,花开,2013年4月17日,6.1
5320,黑白无双,2015年7月9日,6.3
5321,痴汉十人队,2004年7月8日,6.0
5322,哀·奴隶,1997年10月31日,6.0
5323,降灵记,2017年5月10日,6.1
5324,永远之久远 第二章 混沌的兰舞,2011年7月16日,6.4
5325,怪医美女RAY,2006年4月6日,6.1
5326,腐女子的品格,2010-03-26,6.1
5327,Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,2019年6月14日,6.4
5328,梦幻之星 神谕篇,2019年10月7日,6.2
5329,偶像宣言,2006年4月7日,6.2
5330,东京猫猫,2002年4月6日,6.4
5331,超有病 勇者传说,2014-02-17,6.2
5332,鲤氏侦探事务所,2022年12月23日,6.4
5333,真・恋姬无双 OVA,2010年7月7日,6.3
5334,茗记2-初织恋,2010年,6.3
5335,竖笛与双肩书包,2012年1月5日,6.4
5336,真・瑠璃色の雪,2000年12月22日,6.1
5337,地上最强新娘,2006年10月5日,6.4
5338,蜡笔小新外传 带家之狼,2017年2月22日,5.8
5339,永远之久远 第六章 永远之永恒,2011年11月26日,6.4
5340,怪力少女,1989年12月21日,6.1
5341,平成警察,2013年4月11日,6.2
5342,明日的雪之丞,2002年9月27日,6.0
5343,命运拳台,2023年12月22日,6.3
5344,花冠之泪,2009年4月2日,6.4
5345,凸变英雄 LEAF,2018年4月14日,6.4
5346,天地创造设计部,2021年1月7日,6.4
5347,YOASOBI / 三原色 Official Music Video,2021年7月3日,6.2
5348,蓝色监狱,2022年10月8日,6.4
5349,剧场版 精灵宝可梦XY&Z 波尔凯尼恩与机巧的玛机雅娜,2016年7月16日,6.4
5350,最终痴汉电车,2002年9月25日,6.3
5351,问题儿童都来自异世界？ OAD,2013年7月21日,6.4
5352,大英雄狄青,2003年1月24日,6.3
5353,在地下城寻求邂逅是否搞错了什么 第二季 OVA,2020年1月29日,6.4
5354,高达创形者 Battlogue,2020年11月13日,6.1
5355,总之就是非常可爱 女子高中篇,2023年7月12日,6.4
5356,战斗吧!! 伊克萨1,1985年10月19日,6.2
5357,心理测量者 Sinners of the System Case.1 罪与罚,2019年1月25日,6.4
5358,CROSS ANGE 天使与龙的轮舞,2014年10月4日,6.4
5359,我相信我的女朋友,2011年5月27日,6.4
5360,勇气爆发 Bang Bravern,2024年1月11日,6.4
5361,拉链超人组 3,2017年9月5日,5.9
5362,蜡笔小新 我的搬家物语 仙人掌大袭击,2015年4月18日,6.4
5363,转生为第七王子，随心所欲的魔法学习之路,2024年4月1日,6.4
5364,猫妖小杏,2024年7月19日,6.2
5365,打工小哥！,2018年1月5日,6.3
5366,HUNGRY DAYS,2017年6月19日,5.8
5367,宇宙海贼萨拉,2008年5月2日,6.4
5368,告白实行委员会 嫉忌的答复,2014年11月26日,6.4
5369,龙珠Z 热血热斗,1989年7月15日,6.3
5370,性活周间 THE ANIMATION,2019年3月29日,6.4
5371,足球小将,2018年4月2日,6.3
5372,英雄解体,2016-11-23,6.1
5373,魔神之骨,2014年4月1日,5.9
5374,MyGO!!!!!成员的日常生活,2022年8月24日,6.4
5375,虫之歌,2007年7月5日,6.4
5376,Fate/Zero cafe,2013年7月13日,6.3
5377,可可可心一家人,2003年,6.0
5378,巴啦啦小魔仙之梦幻旋律,2015年1月26日,6.2
5379,魔法学园MA,2008年10月5日,6.3
5380,旅馆白鹭,2003年6月27日,6.3
5381,樱花大战 燃烧的巴黎,2003年3月19日,6.1
5382,弥留之国的爱丽丝,2014年10月17日,6.4
5383,放课后～濡湿的制服～,2005年1月25日,6.3
5384,伊甸星原,2021年4月10日,6.4
5385,再续前缘,2000年9月21日,6.0
5386,怪物王女 OAD,2010年12月9日,6.2
5387,ぱすてるらいふ,2018年5月17日,6.3
5388,极主夫道 Part 2,2021年10月7日,6.4
5389,拥有超常技能的异世界流浪美食家,2023年1月10日,6.4
5390,炎之转校生,1991年5月21日,5.8
5391,超级恋人,2016年4月6日,6.4
5392,逆転魔女裁判 ～痴女な魔女に裁かれちゃう～ THE ANIMATION,2015年8月28日,6.4
5393,机甲少女 FRAME ARMS GIRL,2017年4月3日,6.4
5394,ガイ,1988年12月06日,5.8
5395,血型君3,2015年10月12日,6.4
5396,失忆融合WIXOSS,2018年4月6日,6.4
5397,X战警,2011年4月1日,6.1
5398,甲铁城的卡巴内利～海门决战～,2019年5月10日,6.4
5399,视而不见,2012年3月26日,6.3
5400,TIGER & BUNNY 第二季 Part.2,2022年10月7日,6.1
5401,哆啦A梦：大雄的人鱼大海战,2010年3月6日,6.4
5402,地狱天使,2008年10月18日,6.3
5403,秋日天空 ～梦之中～,2010年7月30日,6.4
5404,魔神凯撒SKL,2011年1月28日,6.3
5405,致不灭的你 第二季,2022年10月23日,6.4
5406,不死不幸,2023年10月6日,6.4
5407,罗小黑战记 我选择的未来,2022年10月7日,6.0
5408,逆天邪神,2023年9月23日,5.9
5409,机械女仆,2007年11月21日,6.4
5410,ESCHA CHRON,2017年11月3日,6.2
5411,告白实行委员会 告白预演,2014年1月29日,6.4
5412,Panyo Panyo Di Gi Charat,2002年1月5日,5.8
5413,灰色：幻影扳机,2025年1月1日,6.3
5414,偶像大师灰姑娘女孩 8周年特别企画 Spin-off!,2019年11月10日,6.2
5415,OZUMA,2012年3月16日,6.3
5416,外貌协会！,2011年5月27日,6.4
5417,加州危机,1986年7月21日,6.2
5418,龙与虎SOS～贪吃鬼万万岁～,2009年2月25日,6.4
5419,少女×少女×少女 THE ANIMATION,2012年8月31日,6.4
5420,23时的佐贺饭动画,2021年2月15日,5.8
5421,紫音之王,2007年10月13日,6.3
5422,爱本堡之风,2003-07-25,6.2
5423,蝙蝠侠：血脉恩仇,2016年1月20日,6.0
5424,佐佐木与宫野,2022年1月9日,6.3
5425,秘密的偶像公主,2024年4月7日,5.9
5426,监狱战舰,2009年5月29日,6.3
5427,みずのあおい,2015年11月13日,6.2
5428,奶油柠檬 不对劲的小茉 MAKO·性感交响乐,1985年7月12日,5.9
5429,告白实行委员会 我于此刻恋上你,2015年7月15日,6.4
5430,钢索危情,2012年5月30日,6.3
5431,1磅的福音,1988年12月02日,6.0
5432,喜欢着、喜欢着、喜欢着,2012年6月29日,6.3
5433,蜡笔小新 呼风唤雨！金矛之勇者,2008年4月19日,6.4
5434,小熊维尼与跳跳虎,2007年5月12日,6.1
5435,MARGINAL#4 从KISS开始创造Big Bang,2017年1月12日,5.9
5436,但丁的地狱之旅：动画史诗,2010年2月9日,6.0
5437,女生爱女生,2006年1月11日,6.4
5438,如风如云,1990年3月21日,6.1
5439,宝石宠物,2009年4月5日,5.9
5440,超神学院 第三季 神与神,2015-01-30,6.3
5441,潜行吧！奈亚动画,2009年10月23日,6.4
5442,新网球王子 OVA 对战Genius10,2014年10月29日,6.3
5443,火影忍者疾风传 剧场版 鸣人之死,2007年8月4日,6.4
5444,那个小区的人妻们… The Animation,2019年4月26日,6.3
5445,我永远的圣诞老人,2005年12月7日,6.1
5446,个人授业,2008年4月25日,6.3
5447,天降美食2,2013年9月27日,6.2
5448,撸时代,2013-10-11,6.3
5449,楳图一雄的诅咒,1990年3月1日,6.0
5450,星船伞兵：火星叛徒,2017年8月21日,6.0
5451,银狐,2013年10月6日,6.4
5452,漫画同人会,2001年4月1日,6.2
5453,掉线神域 第二季,2014年10月22日,6.2
5454,女娲成长日记,2016年4月12日,5.9
5455,女教师,2002年12月25日,6.1
5456,虚构推理 迷你动画第二季,2022年2月11日,6.0
5457,那年那兔那些事儿 抗美援朝番外篇,2016年7月20日,6.3
5458,小桃小栗 Love Love物语,2016年7月1日,6.4
5459,LOVE STAGE!!,2014年7月9日,6.4
5460,Music S.T.A.R.T!!,2013年11月27日,6.4
5461,飞天都市计划,2005年9月10日,6.1
5462,加速世界 Stage:01 -银翼的觉醒-,2012年9月13日,6.4
5463,超级机器人大战OG -The inspector-,2010年10月1日,6.3
5464,淫兽学园 La☆BlueGirl,1992年6月26日,6.0
5465,小恶魔女友,2013年12月20日,6.3
5466,冬季花园,2006年12月22日,6.3
5467,BanG Dream! Morfonication,2022年7月28日,6.4
5468,死神剧场版 地狱篇,2010年12月4日,6.4
5469,再见了，夏日冒险,2022年2月18日,6.3
5470,水色,2002年8月23日,5.9
5471,我独自升级,2024年1月6日,6.4
5472,For送给你的歌,2019年4月9日,5.9
5473,极主夫道 第二季,2023年1月1日,6.4
5474,魔法使借贷公司,2007年10月7日,6.4
5475,ある日、ネットで見つけたのは●●撮りされた彼女の動画だった。 The Motion Anime,2018年02月02日,6.1
5476,狐妖小红娘7 尾生篇,2019年11月22日,6.3
5477,巴哈姆特之怒 VIRGIN SOUL,2017年4月7日,6.4
5478,西行纪,2018年7月18日,6.1
5479,囝仔小短篇,2014年7月3日,6.1
5480,每度！浦安铁筋家族,2014年7月6日,6.3
5481,熊出没之秋日团团转,2016年6月9日,6.0
5482,噬血狂袭 消失的圣枪篇,2020年1月29日,6.4
5483,斗破苍穹 第四季,2021年3月28日,6.3
5484,アイベヤ THE ANIMATION,2019年11月29日,6.3
5485,妹妹公主,2001年4月4日,6.4
5486,名侦探柯南 本厅的刑警恋爱故事～结婚前夜～,2022年4月15日,6.2
5487,群居姐妹,2015年7月9日,6.4
5488,大恶司 番外篇：杀缭乱,2005年5月27日,6.2
5489,无节操☆Bitch社,2018年9月21日,6.2
5490,海猫鸣泣之时,2009年7月1日,6.4
5491,里约大冒险2,2014年4月11日,6.3
5492,隋唐英雄传,2003年6月7日,6.2
5493,蓝龙,2007年4月7日,6.3
5494,鬼作 魂,2004年5月28日,6.2
5495,喂，看见耳朵啦,2018年8月25日,6.2
5496,桃华月惮,2007年4月2日,6.4
5497,风语咒,2018年8月3日,6.3
5498,LAIDBACKERS,2019年4月5日,6.2
5499,猫猫的呢喃,2023年10月23日,6.3
5500,少女周末授课,2017年10月6日,6.4
5501,假面女仆卫士,2008年4月5日,6.3
5502,红领巾与王小明,2014年12月26日,6.2
5503,高校星歌剧 第三季,2019年7月1日,5.9
5504,苍狼传说,1996年3月1日,6.1
5505,晚安世界,2023年10月12日,6.4
